filename,similarity
a1KdG8niq0.wav,0.3742220997810364
Fuw-m2gYOQ.wav,0.44069209694862366
DnJoHpSL4M.wav,0.15528695285320282
t3HzkNtOP4.wav,0.3546201288700104
vw3Bi0GONA.wav,0.1440531313419342
UNTykrvpok.wav,0.4164979159832001
9hnLYpypCU.wav,0.27567851543426514
88cAXP03As.wav,0.40216946601867676
UcuXIvDN2E.wav,0.3343077600002289
JYQgXudiH8.wav,0.36840835213661194
HQlBD-6rkA.wav,0.41730746626853943
cNYPgD6cEA.wav,0.08020017296075821
-xPuRe9vF0.wav,0.3437853157520294
arQBSIlol8.wav,0.27422380447387695
-C14nCneBs.wav,0.2813068628311157
xZjkE984Uo.wav,0.4480763077735901
LQF7S41XLE.wav,0.3780409097671509
KDnn0CBIe0.wav,0.23664671182632446
SrTtw6ku2E.wav,0.12410666048526764
JeRSlZuZbk.wav,0.21056686341762543
D0Xp--xxjE.wav,0.365060418844223
DizopdPMBw.wav,0.18953083455562592
Y73T0xaY0A.wav,0.48953694105148315
-mNJ4IUY5Q.wav,0.222239688038826
waqANBpZGY.wav,0.0429537370800972
tGmrLOsjHk.wav,0.38196688890457153
oPnrbKOEl8.wav,0.4967557191848755
Mtb7U-8IYM.wav,0.22088417410850525
wy5Y0S5jfM.wav,0.42592480778694153
02VBGoTi9w.wav,0.5482071042060852
542YbZuwkQ.wav,0.33452048897743225
cdrbkDm2LQ.wav,0.5699049234390259
IkLUOsNHAA.wav,0.5609338283538818
x8hXst_b5g.wav,0.3348596394062042
Z74i_FWs3o.wav,0.2535737156867981
NdexakUGOo.wav,0.47915300726890564
zgnLpKkvdg.wav,0.5028488636016846
FVM5pVTwkM.wav,0.5281843543052673
HTgjmgTV6c.wav,0.3925066292285919
jcXM60HrRA.wav,-0.0552852638065815
s0Uy0-zBa0.wav,0.220457062125206
yjxrBI9k4o.wav,0.5150878429412842
upCwPVWsMo.wav,0.5753803849220276
EG7xkYOsWA.wav,0.2840005159378052
saOJT2SsPg.wav,0.24005594849586487
Z3EShJzOOc.wav,0.4224337637424469
sT8yaJPP1s.wav,0.5069994926452637
8-x1T8M4gk.wav,0.25238141417503357
YoRcnmz6ZE.wav,0.4848829507827759
2NtJ12KIuU.wav,0.35723695158958435
zTBNfQ7_GA.wav,0.5267069339752197
jQIuYPAODg.wav,0.1820559799671173
FB1raoIhoU.wav,0.2631765604019165
X53Jb72Nwk.wav,-0.04750175029039383
ZrMoZeJ8Ng.wav,0.46627694368362427
7pjR9cQChM.wav,0.21274952590465546
OUIEnuNd1I.wav,0.6100547909736633
EVVHo9nr7g.wav,0.3081669211387634
WypK9RHJJI.wav,0.3573641777038574
-9SK0or81c.wav,0.5064146518707275
kjpjAohg-0.wav,0.2655102014541626
ZryMX2UtAo.wav,0.44449567794799805
L6uF-XeE_A.wav,0.4239039421081543
aPVOidHLXI.wav,0.33243945240974426
uaTK8sa5Ms.wav,0.45571666955947876
N3Lx8RutmI.wav,0.0953609049320221
vh59Y4OzUM.wav,0.22387632727622986
KSg3zFB2dE.wav,0.27572372555732727
Dzi8N3BYMw.wav,0.4934963881969452
s6qMcgpdlM.wav,0.44225916266441345
CFrCX4HPO8.wav,0.2585632801055908
G6yeC3yUY4.wav,0.2644495666027069
wfzBagtpV0.wav,0.398678719997406
VBNoH6XgW4.wav,0.040506761521101
9fh7rOIKcM.wav,0.1402827352285385
d7aHdOwh0I.wav,0.5166687369346619
p7xvCBtljs.wav,0.2724134922027588
-ghr5fAVpE.wav,0.12247161567211151
ufDENm_ECk.wav,0.3093329071998596
7s7C4oNlFo.wav,0.5109587907791138
_TgaHCsYB0.wav,0.3136143386363983
77XPtKgvy4.wav,0.4572295546531677
_2ZPxy80Eo.wav,0.4085269868373871
sCQmTluSDw.wav,0.3907989263534546
C41M7RPSec.wav,0.2693260610103607
lNTn1wtq7E.wav,0.2753413915634155
rGQKTbiG1g.wav,0.3072878122329712
dxW_JziHTA.wav,0.33368980884552
bV2Lgt3H1Q.wav,0.33679720759391785
R1fTL9-pQw.wav,0.2603495419025421
M9XDXA-CUE.wav,0.2826388478279114
DHtPopFvII.wav,0.27644073963165283
-Z3gB6pfIA.wav,0.10597929358482361
yWsqs9FOnU.wav,0.5341830849647522
wHSb1NOi4c.wav,0.6198136210441589
TLOLz9YzmM.wav,0.37198519706726074
PeGy815lFQ.wav,0.2667136490345001
Rt8LSgn-uA.wav,0.27307844161987305
EuY5HnECuo.wav,0.14441531896591187
z2TlSMmTp4.wav,0.14907856285572052
Dg9vuBDtVU.wav,0.4428356885910034
IdAIIywBfY.wav,0.14900431036949158
sDb16qzA5Q.wav,0.3025977313518524
iJj3Z6pu9s.wav,0.1598770022392273
LZp-3_71Vs.wav,0.4616466760635376
g_kYW4xvz4.wav,0.4760950803756714
sIzFH7vYLY.wav,0.34263092279434204
BtAULJAFp0.wav,0.4582744538784027
ZaxqZMs21M.wav,0.26873788237571716
T_wvvEvkw4.wav,0.2218221127986908
mBaE7ozWow.wav,0.36332011222839355
JuMYUPMGGM.wav,0.425046443939209
T1P9ovsl4A.wav,0.31154412031173706
lUcHzBzZvg.wav,0.1837775856256485
kQjfwXjFuY.wav,0.16809383034706116
yyHwIK9SSI.wav,0.14908847212791443
mStyfCbL68.wav,0.4593328833580017
OIzOWKd47E.wav,0.4814009368419647
IOnnpaqBy8.wav,0.41782447695732117
rMmkVV4SOE.wav,0.3125229477882385
7A0RejsZIo.wav,0.3401434123516083
blPLHS0Cko.wav,0.47155192494392395
jMRf4egAyA.wav,0.3498404622077942
MpzHv5KNZU.wav,0.523674726486206
Nf9eHqDT1A.wav,0.393110454082489
4SYC2YgzL8.wav,0.2827906906604767
0oun9F67tg.wav,0.38926002383232117
KquGBKOgME.wav,0.3841075003147125
r4Ijx7Q9jk.wav,0.3813333809375763
-89m72W0j8.wav,0.14048607647418976
ZwZ2fOWWSg.wav,0.16932620108127594
AYPacrJnyQ.wav,0.17877864837646484
Zoclbefgak.wav,0.2841622829437256
