filename,kl_divergence
feC0L9MtghM.wav,2.5294766
KB79k456DhI.wav,2.5271974
Vr7wbGcvFts.wav,2.5265281
tmabzx6yxqs.wav,2.5259273
qAr3mFkEvco.wav,2.525562
V7RPmwxyhBA.wav,2.5161867
cdIvqn14xgI.wav,2.5058286
sHbGsZUsisE.wav,2.4994264
JPVRBbdykSw.wav,2.4909053
P8nK4i8XscM.wav,2.4901862
kMK10SknFAI.wav,2.4861655
QutCXtWmzIs.wav,2.4858189
XwhAoMLNYWQ.wav,2.4811153
N5BAnG2zoUY.wav,2.4733996
zdtVT2xwrHU.wav,2.4718158
bcybO-SMY5E.wav,2.4708378
3Z74i_FWs3o.wav,2.4656498
BeFjxrUwAC4.wav,2.4623795
iZjIuV_cTe8.wav,2.4588428
44sbWBFswUY.wav,2.455741
wv6YaiCGPi0.wav,2.4541304
HyyHwIK9SSI.wav,2.4518883
oFCzd9bJo9A.wav,2.4514062
pIE-3sIPlvY.wav,2.4496806
UfZP677y3Dc.wav,2.449617
2f1UXGix_Cw.wav,2.4407449
GuYRF0no7hw.wav,2.439794
jbe3VM-5xdc.wav,2.4397283
rJZgUpzqAyY.wav,2.437638
bha-d3HXdMI.wav,2.4365706
OvX68hqDjeA.wav,2.4364173
GMtb7U-8IYM.wav,2.4334831
CdFutCUKTXI.wav,2.430701
0vFPs6XsU_Q.wav,2.4263587
AzWIKyRnhG8.wav,2.4252696
v2Ng8iGwf40.wav,2.421259
jtRse-cDB18.wav,2.419296
Utl5it7YMUs.wav,2.4188745
0fqtA_ZBn_8.wav,2.4181638
nSBDyxxscks.wav,2.4161148
Ts3ZcUaELzA.wav,2.4151876
WNv-YNn1cZ8.wav,2.4075055
Nt0U-CXK6O0.wav,2.4033227
pKDnn0CBIe0.wav,2.4030924
RczzNAr1T_Q.wav,2.4001884
qsRPTMXFGsA.wav,2.3957846
H6qzijVEqZQ.wav,2.3939357
DKflAAykh6A.wav,2.3931596
aY8-pXDdwiw.wav,2.3927178
mQM3Fd3eN9E.wav,2.3921726
JoBRbtAnbVM.wav,2.3920953
kZBFQAQI7Pg.wav,2.3909354
iBezxlI_f_c.wav,2.3895178
JiBAkAwK0GM.wav,2.3889604
VV85n-ebuUU.wav,2.3888984
A4vwbziwPm8.wav,2.3855495
qwI32Si0ipE.wav,2.3834
rNKJXwMz9XQ.wav,2.3823485
XjoRxeEyjz4.wav,2.37896
6Yh7Cdm2GgY.wav,2.3786314
B_kAtTBUDIA.wav,2.3778598
vEMNk-lbGTE.wav,2.3761144
2kcSUBkFbaQ.wav,2.3739898
KlVO3gu-j70.wav,2.372995
UVMBRVJTvzg.wav,2.3726377
YSrTtw6ku2E.wav,2.3720868
W5t-T1vP2DU.wav,2.3682585
Y_eh6C0EBP8.wav,2.3653746
Wd5l_FHGWfE.wav,2.3635652
ABr4Q_ecoPw.wav,2.362281
4PGzlwvXMnE.wav,2.3622394
tEdeb9eSKDI.wav,2.3539739
09lQmg2wvsY.wav,2.3515582
O6QyYC7Tt2A.wav,2.3510735
CMfAu72qma0.wav,2.3496187
oD0Xp--xxjE.wav,2.346459
YMq4wE6KxmQ.wav,2.3366625
DCFrCX4HPO8.wav,2.331166
y8gB3-yw3tE.wav,2.329861
aYrjw3gjGuk.wav,2.3260398
GAohd8KvONo.wav,2.318532
dql-sQqgVXI.wav,2.31528
sZwZ2fOWWSg.wav,2.31495
VzFpg271sm8.wav,2.3128161
7_80oVTLkGU.wav,2.3121104
WJIrkvEq4EI.wav,2.3101861
rh2D2OSxyw0.wav,2.3095737
qXgSlhWbWLU.wav,2.308177
Bl-lCgr5hGY.wav,2.3051438
BkoCi-IZccI.wav,2.2986767
mLm8upEhc_s.wav,2.2973404
1-Y9kafYuqQ.wav,2.2971127
0dPx94RPy2M.wav,2.297049
3_M9ZMo5TiU.wav,2.2964685
R4jlQEweREY.wav,2.2938797
eSesh6vnek8.wav,2.29332
Grtmre_r9yI.wav,2.29303
wgIf0FX6WzI.wav,2.292274
p_dE26TA8ig.wav,2.2913265
TTytcT_1dmY.wav,2.2889757
TCRxCAYyduo.wav,2.2881696
GNjsxLdSwHI.wav,2.2870631
rVDojJcQdE0.wav,2.2867877
fvhbI-7e89s.wav,2.2849388
Dr4Ijx7Q9jk.wav,2.2846315
hj7VJnNq6A4.wav,2.282447
aCA4yiPfFIg.wav,2.2823915
vBkDLBO-Aok.wav,2.2806022
HplcVmJhuIc.wav,2.2760015
EaGhKzpkNso.wav,2.271873
4--05CAaDsg.wav,2.2715049
BL181hSAG60.wav,2.270378
iVBNoH6XgW4.wav,2.2684236
BS2ZnUhmHj4.wav,2.2674916
nBSMh7pgn2o.wav,2.2655876
2GepmcbNlJY.wav,2.2638934
Ex18Xwznj60.wav,2.2620435
giPa2vVEyVc.wav,2.2612398
smU92Nu0FmY.wav,2.2609453
Py8Vd0-qxYU.wav,2.2598734
1j4rFfU5XKQ.wav,2.2571647
iDvva_WCo-I.wav,2.255744
U6aLiMIlqCc.wav,2.255518
xKEJ6fVhb8w.wav,2.252988
dwSj0Rr3vFc.wav,2.2483726
IOzWDVGWRng.wav,2.247495
6u1ckcErgcQ.wav,2.2450821
fgCTFyzKQtk.wav,2.243317
81SgTHg66QY.wav,2.240549
0_XItMAYkwc.wav,2.2391894
26jTWRMRoxY.wav,2.23783
x1x54MgStxQ.wav,2.2360678
IqGB4nQIAcQ.wav,2.2323098
nZmhIHZINL8.wav,2.224527
Hg4f2xt3oKA.wav,2.223478
Q1LJotkUbUY.wav,2.2182713
QVpsAY9oR_4.wav,2.2167597
LF-5BAUGvWI.wav,2.2147715
nAKUDXMeWeQ.wav,2.2119052
OB7GyVqufwQ.wav,2.2113485
-OUIEnuNd1I.wav,2.210269
hDzmNYd_eaA.wav,2.2097871
piY4mt4F9xg.wav,2.208097
Ob9iaGon5ak.wav,2.207812
Qz8hNRg-7G0.wav,2.2006576
-f1DNyngKVY.wav,2.197125
kbCh5HrmgN0.wav,2.1966093
Ysrlv2UlG8A.wav,2.195058
bmVd2Zj8_Cc.wav,2.1948235
N_LKZjw9DLk.wav,2.1940145
lIEnbqr3O34.wav,2.1934435
yTq3Kr3jkvs.wav,2.192452
ksImihlU3qM.wav,2.1923866
KoAGZ_dB8MM.wav,2.190953
75_dMqpSM4o.wav,2.190711
tV3rvUSlVnY.wav,2.1905782
N1Mxns_JJTk.wav,2.1871552
ADxuhHNZVCc.wav,2.1867683
bwHPVG6vbNQ.wav,2.1821234
0i8VM_EooCs.wav,2.1813664
L3ZtE3rD2nc.wav,2.1790798
9TkW1M_ZRr0.wav,2.1777241
dTVkk4GSmNA.wav,2.1773438
25RWrqQol7Y.wav,2.1759102
BxQSEvHdyjQ.wav,2.1740162
9ZilD_4pi7E.wav,2.1732101
L_nC2BvhRdQ.wav,2.1718154
sgwvhvkNELc.wav,2.1709008
5n8I-br2n1U.wav,2.1707227
tFVvupXoRoM.wav,2.167975
GOujNXEtDmg.wav,2.1653259
6pHo6fPdPvM.wav,2.1635919
VuWr1HXHoZg.wav,2.1625957
WoXgPQQjcJU.wav,2.1549864
PE1ges9nn6A.wav,2.1527045
3tK7PpCo0PQ.wav,2.1518865
TPYNIc_M1ng.wav,2.1513314
ZLXW4ewrVpQ.wav,2.149072
7fVfG0DrLjI.wav,2.1489716
tz2TlSMmTp4.wav,2.1487525
3sRO6iwfUxo.wav,2.1484103
s1JHUf3Q_F0.wav,2.146567
1PN-bfs2EhY.wav,2.1440766
hBQFoDI3NMI.wav,2.1424575
_HXMIdSiOMA.wav,2.1403878
Zhurw43-Y1g.wav,2.1401439
JrOV2Xz2djA.wav,2.1377985
ZgooDijn2as.wav,2.132235
eBlyC9bJacs.wav,2.129845
d9Oa-2_r2j0.wav,2.129193
wBozBh7BR6k.wav,2.128847
nbIwdOQ7D8A.wav,2.1280966
sc7KNFUEdfY.wav,2.1227942
xzgnLpKkvdg.wav,2.1180966
GBLKj2d0iC4.wav,2.1166377
laVgKAcv8XA.wav,2.1163807
9QEm6u4bowQ.wav,2.1128042
